% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.479000000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.664143574e+01 -1.212585643e+02 -1.212585643e+02 -2.7170e+00 -1.4052e+00 -1.9288e-01 -1.7510e+00 +5.2322e-01
10 0 +2.652727836e+01 -1.213727216e+02 -1.213727216e+02 -2.4380e+00 -1.6221e+00 +1.5015e-01 -2.2422e+00 -2.0347e+00
13 0 +2.254438275e+01 -1.253556172e+02 -1.253556172e+02 -3.9566e+00 +8.9351e-02 -1.8602e+00 -1.1982e+00 +6.4542e-01
68 0 +1.724844282e+01 -1.306515572e+02 -1.306515572e+02 -4.2924e+00 +2.1555e+00 -9.3965e-01 -1.0146e+00 -2.3150e+00
82 0 +1.220720340e+01 -1.356927966e+02 -1.356927966e+02 -2.8003e+00 +7.4497e-01 +1.1425e-01 -9.2758e-01 -1.3327e+00
115 0 +6.563106409e+00 -1.413368936e+02 -1.413368936e+02 -2.3088e+00 +1.9206e-01 +3.4439e-01 -1.7806e+00 -2.4672e+00
148 0 +5.898048295e+00 -1.420019517e+02 -1.420019517e+02 -2.5741e+00 +4.8481e-01 +9.3288e-01 -1.0717e+00 -2.0053e+00
155 0 +5.138796800e+00 -1.427612032e+02 -1.427612032e+02 -2.3428e+00 -3.8478e-02 +1.3604e+00 -1.3087e+00 -2.1202e+00
180 0 +4.168499188e+00 -1.437315008e+02 -1.437315008e+02 -2.4015e+00 -2.8460e-01 +1.3510e+00 -1.2113e+00 -1.9781e+00
196 0 +3.808081535e+00 -1.440919185e+02 -1.440919185e+02 -1.9965e+00 -1.7980e-01 +1.5278e+00 -1.4151e+00 -2.6774e+00
200 0 +3.808081535e+00 -1.440919185e+02 -1.440919185e+02 -1.9965e+00 -1.7980e-01 +1.5278e+00 -1.4151e+00 -2.6774e+00
