% f evaluations | g evaluations | best noise-free fitness - Fopt (7.003000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.506556996e+02 +2.206856996e+02 +2.206856996e+02 +1.7869e-01 +9.5002e-01 +1.2244e-01 -3.0199e+00 -2.7156e+00
2 0 +1.158015472e+02 +1.858315472e+02 +1.858315472e+02 -1.0533e+00 -4.9056e-01 -1.2460e+00 +3.2788e-02 -1.6003e-01
3 0 +1.057294490e+02 +1.757594490e+02 +1.757594490e+02 -2.8367e+00 -4.4944e-01 -5.8659e-01 +5.6482e-01 +4.9510e-01
11 0 +8.910475799e+01 +1.591347580e+02 +1.591347580e+02 -2.5643e+00 -2.7798e+00 -2.4196e+00 -1.7635e+00 -1.1322e+00
28 0 +7.520042707e+01 +1.452304271e+02 +1.452304271e+02 -5.4448e-01 -2.1595e+00 -2.0701e+00 -6.2512e-01 -4.0047e-01
53 0 +5.893718169e+01 +1.289671817e+02 +1.289671817e+02 -2.2497e+00 -8.5504e-01 -2.5739e+00 -1.3826e+00 +1.5813e-01
59 0 +4.529769852e+01 +1.153276985e+02 +1.153276985e+02 -2.0465e+00 -1.9578e+00 -1.7050e+00 -1.7878e+00 -1.8889e+00
60 0 +3.347869111e+01 +1.035086911e+02 +1.035086911e+02 -1.7732e+00 -1.5860e+00 -2.2552e+00 -1.0678e+00 -1.5513e+00
62 0 +2.514661465e+01 +9.517661465e+01 +9.517661465e+01 -1.4862e+00 -1.7043e+00 -3.1040e+00 -1.2687e+00 -1.5262e+00
101 0 +2.390775373e+01 +9.393775373e+01 +9.393775373e+01 -1.2153e+00 -2.3958e+00 -3.7877e+00 -1.0866e+00 +6.8581e-01
200 0 +2.390775373e+01 +9.393775373e+01 +9.393775373e+01 -1.2153e+00 -2.3958e+00 -3.7877e+00 -1.0866e+00 +6.8581e-01
