% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.179100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.145241373e+02 -4.033858627e+02 -4.033858627e+02 -4.9817e-01 -1.4887e+00 -1.1357e-01 -4.3032e-01 +2.5326e-02
2 0 +8.577612670e+01 -4.321338733e+02 -4.321338733e+02 +3.0989e-01 +2.7293e+00 -8.7168e-01 -1.9532e+00 -5.7985e-01
3 0 +5.886119987e+01 -4.590488001e+02 -4.590488001e+02 +1.0170e+00 -1.8592e+00 +2.1423e+00 -7.0425e-01 -3.9471e+00
5 0 +4.459244020e+01 -4.733175598e+02 -4.733175598e+02 -1.2997e-01 +8.0823e-01 -1.5228e+00 +1.2146e+00 +3.9484e-02
10 0 +3.216949626e+01 -4.857405037e+02 -4.857405037e+02 -8.3140e-01 +5.6372e-01 -1.2805e+00 -1.0184e+00 +2.3859e-01
12 0 +2.567070829e+01 -4.922392917e+02 -4.922392917e+02 -1.3378e-01 -2.0068e-01 +5.6490e-01 -4.6573e-01 +2.1177e-01
20 0 +1.469830463e+01 -5.032116954e+02 -5.032116954e+02 +2.8971e-01 +3.3847e-01 +4.6368e-01 -4.6685e-01 +6.4362e-01
149 0 +1.206654313e+01 -5.058434569e+02 -5.058434569e+02 +3.6804e-01 +3.7699e+00 -2.2452e+00 -6.1951e-01 +1.4455e+00
154 0 +1.104178407e+01 -5.068682159e+02 -5.068682159e+02 +9.5992e-01 +4.4864e+00 -2.5656e+00 -7.6394e-01 +1.6804e+00
168 0 +8.731026004e+00 -5.091789740e+02 -5.091789740e+02 +6.0426e-01 +4.9635e+00 -2.3695e+00 -1.4985e+00 +1.1411e+00
200 0 +8.731026004e+00 -5.091789740e+02 -5.091789740e+02 +6.0426e-01 +4.9635e+00 -2.3695e+00 -1.4985e+00 +1.1411e+00
