% f evaluations | g evaluations | best noise-free fitness - Fopt (6.559900000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.357880992e+02 +7.917780992e+02 +7.917780992e+02 +7.3221e-01 +1.1147e-01 -4.9328e-01 -4.0652e+00 +7.2019e-01
3 0 +1.201075336e+02 +7.760975336e+02 +7.760975336e+02 +1.7580e+00 +3.2583e+00 +6.7209e-01 +7.1549e-01 +1.0150e+00
4 0 +1.121978141e+02 +7.681878141e+02 +7.681878141e+02 -4.4284e+00 -1.7565e+00 +5.3098e-01 +2.7810e+00 +1.7033e+00
5 0 +9.957691578e+01 +7.555669158e+02 +7.555669158e+02 -2.1090e+00 -2.0477e+00 +2.0633e+00 +1.8468e-01 -1.2197e+00
10 0 +6.380987490e+01 +7.197998749e+02 +7.197998749e+02 +5.1325e-01 -5.3983e-01 -2.6181e-02 +4.3996e-01 -3.9980e+00
20 0 +5.548089198e+01 +7.114708920e+02 +7.114708920e+02 +1.9539e+00 -1.4209e-01 -1.5651e-01 +4.2730e-02 -4.9397e+00
27 0 +2.778396140e+01 +6.837739614e+02 +6.837739614e+02 +4.9827e+00 -9.4513e-01 -3.2117e+00 +2.3516e+00 -4.9992e+00
51 0 +1.363794231e+01 +6.696279423e+02 +6.696279423e+02 +2.9835e+00 -4.9999e+00 -4.9957e+00 +2.9459e+00 -4.9943e+00
81 0 +6.495671447e+00 +6.624856714e+02 +6.624856714e+02 +4.0136e+00 -4.2949e+00 -4.9997e+00 +4.4498e+00 -4.8839e+00
116 0 +5.839663572e+00 +6.618296636e+02 +6.618296636e+02 +2.9484e+00 -4.7980e+00 -4.8695e+00 +4.4659e+00 -4.9987e+00
145 0 +5.303730220e+00 +6.612937302e+02 +6.612937302e+02 +3.7893e+00 -4.8802e+00 -3.9745e+00 +4.9827e+00 -4.9460e+00
152 0 +3.560017657e+00 +6.595500177e+02 +6.595500177e+02 +4.9024e+00 -4.9043e+00 -3.9863e+00 +4.9972e+00 -4.9929e+00
162 0 +2.665980179e+00 +6.586559802e+02 +6.586559802e+02 +3.9667e+00 -4.9973e+00 -4.7731e+00 +4.9784e+00 -4.9212e+00
170 0 +1.816361522e+00 +6.578063615e+02 +6.578063615e+02 +4.8599e+00 -4.1226e+00 -4.9998e+00 +4.9963e+00 -4.9906e+00
174 0 +1.536953759e+00 +6.575269538e+02 +6.575269538e+02 +4.3261e+00 -4.9983e+00 -4.9582e+00 +4.9849e+00 -4.9357e+00
183 0 +1.270813945e+00 +6.572608139e+02 +6.572608139e+02 +4.7404e+00 -4.7606e+00 -4.8250e+00 +4.9999e+00 -4.9969e+00
200 0 +1.270813945e+00 +6.572608139e+02 +6.572608139e+02 +4.7404e+00 -4.7606e+00 -4.8250e+00 +4.9999e+00 -4.9969e+00
